Census Tract,East = 1/ West = 0 ,Total Populaton,Households,Housing Units,Minority Population,Percent Minority,Low Income,Percent Low Income,Less than HS Education,Percent Less than HS Education,Under Age 5,Percent Under Age 5,Over Age 64,Percent Over Age 64,Housing Units Built Before 1960,Percent Housing Units Built Before 1960,NATA Diesel Particulate Matter,NATA Cancer Risk,NATA Respiratory Hazard Index,Traffic Proximity,Wastewater Dischange Indicator,Superfund Proximity,RMP Proximity,TSDF Proximity,Ozone Concentration,PM 2.5 Concentration
3.7067E+11,0,1147,463,529,168,0.14646905,236,0.205754141,87,0.095290252,19,0.016564952,163,0.142109852,122,0.230623819,0.333815125,38.13855557,1.180546827,170.218241,0,0.030864144,0.096703262,1.488477567,45.65208562,9.61207589
3.7067E+11,1,1217,504,647,456,0.374691865,749,0.615447823,147,0.158918919,118,0.096959737,187,0.153656532,296,0.457496136,0.391502276,40.00081182,1.328708899,7.809434591,0,0.024998448,0.207216179,0.897362287,45.77353399,9.706086027
3.7067E+11,1,1707,683,817,345,0.202108963,812,0.478773585,293,0.222137983,48,0.028119508,314,0.183948448,185,0.226438188,0.391502276,40.00081182,1.328708899,0.82039449,0,0.024582182,0.102001601,0.110461774,45.77353399,9.706086027
3.7067E+11,1,1765,635,655,1213,0.687252125,539,0.305382436,129,0.118023788,95,0.053824363,261,0.147875354,115,0.175572519,0.391502276,40.00081182,1.328708899,22.28933489,0,0.018344897,0.114314613,0.748064361,45.77353399,9.706086027
3.7067E+11,1,584,243,299,418,0.715753425,361,0.618150685,75,0.153061224,0,0,129,0.220890411,158,0.528428094,0.508693016,40.08920389,1.348726511,2.134517985,0,0.024209495,0.382746676,1.722405674,46.38107516,9.812535342
3.7067E+11,1,1705,608,721,822,0.482111437,1076,0.679292929,277,0.244916004,86,0.050439883,339,0.198826979,162,0.224687933,0.508693016,40.08920389,1.348726511,0.341627916,0,0.022831662,0.147756011,0.261741772,46.38107516,9.812535342
3.7067E+11,1,684,285,310,229,0.334795322,438,0.640350877,150,0.27027027,42,0.061403509,118,0.17251462,143,0.461290323,0.508693016,40.08920389,1.348726511,0,0,0.024141602,0.20138218,0.702692456,46.38107516,9.812535342
3.7067E+11,1,749,273,286,141,0.188251001,364,0.491891892,85,0.155963303,8,0.010680908,106,0.141522029,58,0.202797203,0.508693016,40.08920389,1.348726511,0,0,0.023763083,0.136040795,0.138633037,46.38107516,9.812535342
3.7067E+11,1,1561,678,766,163,0.104420243,582,0.376943005,259,0.207532051,29,0.018577835,284,0.181934657,246,0.321148825,0.377558049,38.43823244,1.227934958,1.371664474,0,0.014210851,0.059645262,0.065621181,45.90964444,9.741454247
3.7067E+11,1,584,231,264,14,0.023972603,181,0.309931507,33,0.074660633,37,0.063356164,62,0.106164384,34,0.128787879,0.377558049,38.43823244,1.227934958,3.023435858,0,0.021961805,0.041146524,0.02830697,45.90964444,9.741454247
3.7067E+11,1,1803,554,600,1679,0.931225735,1064,0.590127565,132,0.124645892,152,0.084303938,202,0.112035496,221,0.368333333,0.504723601,40.29612484,1.363003674,2.828138756,0,0.023272552,0.309085386,1.218706686,46.72966078,9.893872329
3.7067E+11,1,1423,580,610,643,0.451862263,577,0.405481377,61,0.063409563,33,0.023190443,286,0.200983837,80,0.131147541,0.504723601,40.29612484,1.363003674,66.41292838,0.005538198,0.021923073,0.169846052,0.793072407,46.72966078,9.893872329
3.7067E+11,1,1153,479,516,174,0.150910668,351,0.304423244,170,0.197215777,76,0.065915004,233,0.202081526,118,0.228682171,0.504723601,40.29612484,1.363003674,120.0305651,0.001185897,0.021402684,0.119113553,0.222677163,46.72966078,9.893872329
3.7067E+11,1,1287,608,668,327,0.254079254,375,0.306122449,115,0.121693122,60,0.046620047,177,0.137529138,158,0.236526946,0.509977012,40.24523204,1.350934614,296.3589596,0.02335518,0.020555647,0.14209108,0.81736509,47.00525882,9.953823836
3.7067E+11,1,1757,693,721,443,0.25213432,560,0.3187251,107,0.090295359,93,0.052931133,239,0.136027319,96,0.133148405,0.509977012,40.24523204,1.350934614,81.60339391,0.002996722,0.01974551,0.077778845,0.480616104,47.00525882,9.953823836
3.7067E+11,1,2109,838,914,229,0.108582266,801,0.379800853,116,0.083633742,143,0.067804647,303,0.143669986,52,0.056892779,0.993700531,44.52074009,1.702279565,211.1911181,0.005300832,0.01809476,0.09129152,0.879820335,47.19460588,10.02765562
3.7067E+11,1,1517,685,685,249,0.16413975,214,0.141067897,68,0.056808688,12,0.007910349,394,0.259723138,27,0.039416058,0.993700531,44.52074009,1.702279565,280.9712661,0,0.01960215,0.053806329,0.915546594,47.19460588,10.02765562
3.7067E+11,1,1673,543,594,166,0.099222953,106,0.063359235,30,0.027297543,40,0.023909145,105,0.062761506,14,0.023569024,0.401984405,38.5494105,1.234597707,2.377419536,0,0.019104229,0.064196378,0.392372482,46.5690915,9.936387671
3.7067E+11,1,1813,661,754,522,0.287920574,981,0.541092113,255,0.200629426,123,0.067843354,278,0.15333701,102,0.135278515,0.401984405,38.5494105,1.234597707,22.52799515,0,0.016130653,0.083839672,0.230438226,46.5690915,9.936387671
3.7067E+11,1,2124,863,863,291,0.13700565,175,0.082391714,120,0.070134424,83,0.039077213,336,0.15819209,87,0.100811124,0.401984405,38.5494105,1.234597707,10.06110106,0,0.01812276,0.075433709,0.114518651,46.5690915,9.936387671
3.7067E+11,1,2023,696,751,760,0.375679684,1315,0.650024716,115,0.091487669,196,0.096885813,172,0.085022244,188,0.250332889,0.428976553,38.70597863,1.254384321,4.183179046,0,0.02100619,0.077563468,0.080956021,46.32744641,9.842801096
3.7067E+11,1,1960,679,809,203,0.103571429,261,0.133163265,98,0.073134328,111,0.056632653,262,0.133673469,30,0.037082818,0.428976553,38.70597863,1.254384321,56.92402763,0,0.012606376,0.090964847,0.13389639,46.32744641,9.842801096
3.7067E+11,1,2110,905,1060,141,0.066824645,385,0.183420677,177,0.111531191,86,0.040758294,323,0.153080569,131,0.123584906,0.356909849,38.16365327,1.207769914,21.46749641,0.419363963,0.015888557,0.134373531,0.063564714,46.07575098,9.806482466
3.7067E+11,1,666,243,271,37,0.055555556,85,0.127627628,40,0.083682008,33,0.04954955,115,0.172672673,15,0.055350554,0.356909849,38.16365327,1.207769914,1.532622415,0,0.009784204,0.103896893,0.103165035,46.07575098,9.806482466
3.7067E+11,1,1031,435,483,237,0.229873909,511,0.495635306,84,0.122807018,112,0.108632396,119,0.11542192,50,0.103519669,0.513717823,39.76021188,1.311307932,4.145755757,0,0.019477697,0.051916678,1.082588909,46.89423529,9.992307123
3.7067E+11,1,3244,1276,1429,573,0.176633785,951,0.293156597,263,0.116371681,142,0.04377312,514,0.158446363,48,0.033589923,0.513717823,39.76021188,1.311307932,5.279266059,0,0.015608971,0.070179667,0.906600442,46.89423529,9.992307123
3.7067E+11,1,3067,1056,1190,1558,0.507988262,1461,0.491588156,519,0.262386249,248,0.080860776,476,0.155200522,110,0.092436975,0.529885909,40.51135552,1.337028682,0.696551642,0,0.01793215,0.064136133,0.733811804,46.9032085,10.03103918
3.7067E+11,1,964,385,385,332,0.34439834,484,0.502074689,71,0.093915344,82,0.085062241,253,0.262448133,6,0.015584416,0.529885909,40.51135552,1.337028682,2.049461454,0,0.012346824,0.078965905,1.487765977,46.9032085,10.03103918
3.7067E+11,1,1199,455,495,409,0.341117598,128,0.10675563,76,0.086857143,54,0.045037531,227,0.189324437,10,0.02020202,0.748521583,43.40593679,1.552461312,18.01414525,0,0.019423705,0.050054933,1.360466012,47.11683529,10.05146904
3.7067E+11,1,782,368,438,131,0.167519182,73,0.093350384,5,0.007727975,17,0.02173913,207,0.264705882,39,0.089041096,0.748521583,43.40593679,1.552461312,62.00427225,0,0.019358376,0.081587437,1.146733082,47.11683529,10.05146904
3.7067E+11,1,1798,866,926,509,0.283092325,579,0.323825503,195,0.132924335,40,0.022246941,401,0.223025584,104,0.112311015,0.748521583,43.40593679,1.552461312,14.81815942,0,0.018820825,0.071584318,1.743823783,47.11683529,10.05146904
3.7067E+11,1,825,292,292,288,0.349090909,427,0.517575758,62,0.137168142,30,0.036363636,76,0.092121212,186,0.636986301,0.748521583,43.40593679,1.552461312,36.74276538,0,0.010394473,0.073543415,2.366252218,47.11683529,10.05146904
3.7067E+11,1,1538,633,721,473,0.307542263,778,0.505851756,194,0.201873049,112,0.072821847,272,0.176853056,73,0.101248266,0.739933157,43.82517984,1.567560736,961.7622875,0,0.018441861,0.063707947,2.919665295,47.12798301,10.09327123
3.7067E+11,1,775,276,308,530,0.683870968,661,0.852903226,169,0.416256158,9,0.011612903,59,0.076129032,124,0.402597403,0.739933157,43.82517984,1.567560736,11.98106994,0,0.018148226,0.081567939,2.636259847,47.12798301,10.09327123
3.7067E+11,1,1618,710,832,139,0.085908529,236,0.147223955,51,0.040572792,38,0.023485785,339,0.209517923,41,0.049278846,0.739933157,43.82517984,1.567560736,98.23281255,0,0.016891291,0.07596238,1.445157086,47.12798301,10.09327123
3.7067E+11,1,1674,624,631,290,0.173237754,317,0.189366786,69,0.058623619,87,0.051971326,310,0.185185185,22,0.034865293,0.730497967,42.93671746,1.565296113,218.9454727,8.25632E-06,0.012542001,0.085933353,0.97556932,47.35627582,10.0993726
3.7067E+11,1,1973,949,1072,705,0.357323872,679,0.344145971,91,0.065046462,169,0.085656361,238,0.120628485,84,0.078358209,0.730497967,42.93671746,1.565296113,618.4918114,0,0.018859741,0.046789528,1.332269813,47.35627582,10.0993726
3.7067E+11,1,2461,907,947,425,0.172694027,365,0.148313694,119,0.072782875,145,0.058919139,194,0.078829744,213,0.224920803,0.677505572,41.69482187,1.48013795,192.4423825,0.003564345,0.020045112,0.10940887,0.855093477,47.46501503,10.09181233
3.7067E+11,1,946,364,364,59,0.062367865,40,0.042283298,14,0.019774011,84,0.088794926,195,0.206131078,36,0.098901099,0.677505572,41.69482187,1.48013795,13.99309295,0,0.019712378,0.056117558,0.830238832,47.46501503,10.09181233
3.7067E+11,1,4020,1476,1487,1385,0.344527363,673,0.167412935,78,0.028037383,255,0.063432836,460,0.114427861,13,0.008742434,0.677505572,41.69482187,1.48013795,220.4705823,0,0.018019535,0.079593699,0.70702515,47.46501503,10.09181233
3.7067E+11,1,680,275,330,141,0.207352941,172,0.254814815,29,0.059063136,58,0.085294118,115,0.169117647,24,0.072727273,0.677505572,41.69482187,1.48013795,666.8365979,0,0.019710384,0.086694596,0.881562533,47.46501503,10.09181233
3.7067E+11,1,396,219,352,223,0.563131313,249,0.628787879,90,0.314685315,52,0.131313131,51,0.128787879,0,0,0.560423586,41.28243228,1.442907413,1660.824566,0.020395463,0.020654999,0.252052922,1.047098481,47.44858301,10.04175753
3.7067E+11,1,1479,537,598,1280,0.865449628,700,0.496102055,84,0.072727273,0,0,211,0.142663962,102,0.170568562,0.560423586,41.28243228,1.442907413,16.6653698,0.006266696,0.022662862,0.383224731,1.261294829,47.44858301,10.04175753
3.7067E+11,1,3526,1093,1128,1903,0.539705048,1342,0.383209595,266,0.140517697,406,0.11514464,228,0.064662507,175,0.155141844,0.560423586,41.28243228,1.442907413,22.30972743,0.002519304,0.021393124,0.136381738,1.082840076,47.44858301,10.04175753
3.7067E+11,1,2535,817,908,1579,0.622879684,1031,0.406706114,96,0.064646465,194,0.0765286,146,0.057593688,213,0.234581498,0.645297763,41.44482285,1.454925392,213.2805576,0.001261095,0.01657521,0.168154271,2.46326884,47.6454366,10.11498521
3.7067E+11,1,2031,760,760,590,0.290497292,785,0.386509109,102,0.078947368,149,0.073362875,154,0.075824717,102,0.134210526,0.645297763,41.44482285,1.454925392,309.3448704,0,0.020558812,0.114381909,1.04310675,47.6454366,10.11498521
3.7067E+11,1,1859,695,739,591,0.317912856,258,0.138784293,85,0.068881686,88,0.047337278,160,0.086067778,64,0.086603518,0.503301265,40.40208763,1.382610684,54.54514936,0,0.018661542,0.115573476,1.175080513,47.76301895,10.17531973
3.7067E+11,1,2770,1185,1314,333,0.120216607,800,0.288808664,110,0.054000982,185,0.066787004,478,0.172563177,94,0.071537291,0.454951,40.23108787,1.350386946,134.0750358,9.3493E-07,0.017130803,0.067744359,0.701106957,47.65311895,10.21127479
3.7067E+11,1,1548,620,719,230,0.148578811,816,0.555102041,121,0.105400697,46,0.029715762,308,0.198966408,186,0.258692629,0.461556106,40.20594535,1.337637833,56.419946,4.1944E-07,0.012108659,0.135865184,0.147594168,47.63940915,10.29713425
3.7067E+11,1,1131,646,710,146,0.129089302,332,0.293545535,84,0.093126386,62,0.054818744,183,0.161803714,48,0.067605634,0.507829752,41.2132872,1.399941805,1247.133118,0,0.017523526,0.07891005,1.283123536,47.49892222,10.23441233
3.7067E+11,1,2096,814,814,355,0.169370229,534,0.254770992,73,0.052631579,94,0.044847328,318,0.151717557,87,0.106879607,0.507829752,41.2132872,1.399941805,1.425916163,6.7575E-07,0.017068563,0.107272021,0.360298908,47.49892222,10.23441233
3.7067E+11,1,1434,541,551,258,0.179916318,211,0.147140865,89,0.090447154,44,0.030683403,275,0.191771269,67,0.121597096,0.593314129,41.82012355,1.43092037,176.3571003,0,0.017140165,0.06196955,1.379573112,47.35193072,10.15619178
3.7067E+11,1,2207,1185,1316,587,0.265971908,1229,0.561957019,230,0.151415405,154,0.069777979,346,0.156773901,55,0.041793313,0.593314129,41.82012355,1.43092037,485.3179584,0,0.016810026,0.073678592,2.294119299,47.35193072,10.15619178
3.7067E+11,1,898,325,374,120,0.13363029,319,0.355233853,160,0.24024024,63,0.070155902,162,0.180400891,39,0.104278075,0.416310114,40.05995886,1.339338122,67.43991122,0,0.017066441,0.124359415,0.809543571,47.86175817,10.21439397
3.7067E+11,1,1463,597,666,261,0.178400547,646,0.441558442,192,0.171122995,93,0.063568011,278,0.190020506,115,0.172672673,0.416310114,40.05995886,1.339338122,23.48827175,2.576E-08,0.020131186,0.10180815,0.413263411,47.86175817,10.21439397
3.7067E+11,1,2379,844,980,1511,0.635140815,1373,0.577133249,258,0.203309693,255,0.107187894,195,0.081967213,87,0.08877551,0.684162916,42.88693246,1.611942462,420.8473967,0.003742331,0.022164599,0.347428805,0.839548888,47.74932941,10.1373474
3.7067E+11,1,839,255,310,769,0.916567342,718,0.855780691,183,0.502747253,172,0.205005959,35,0.041716329,22,0.070967742,0.684162916,42.88693246,1.611942462,827.093941,0,0.021657171,0.207456003,1.082874328,47.74932941,10.1373474
3.7067E+11,1,1662,616,698,1284,0.772563177,1283,0.771961492,326,0.340647858,142,0.08543923,185,0.111311673,424,0.607449857,0.985098409,44.92945641,1.778961964,722.3167838,0.064092706,0.023105342,0.49631517,1.461098484,47.6526085,10.10962603
3.7067E+11,1,2341,783,919,1914,0.817599317,2044,0.873131141,519,0.37527115,210,0.089705254,109,0.046561299,242,0.263329706,0.985098409,44.92945641,1.778961964,450.2453259,0.001374149,0.021800058,0.210963103,1.387138214,47.6526085,10.10962603
3.7067E+11,1,1392,431,603,1198,0.860632184,995,0.813573181,225,0.31512605,107,0.076867816,155,0.111350575,140,0.232172471,0.524700932,42.73778147,1.652116179,383.2057408,0.093121733,0.004614974,0.586892778,1.000924936,47.79572745,10.16260027
3.7067E+11,1,681,269,373,603,0.885462555,562,0.825256975,148,0.4,0,0,77,0.113069016,260,0.697050938,0.524700932,42.73778147,1.652116179,1632.411657,0.158226891,0.023507684,0.674141839,1.899214271,47.79572745,10.16260027
3.7067E+11,1,602,307,442,312,0.518272425,363,0.602990033,121,0.234042553,0,0,155,0.257475083,214,0.484162896,0.524700932,42.73778147,1.652116179,49.11585351,0.167329818,0.023523284,0.65882218,1.293879858,47.79572745,10.16260027
3.7067E+11,1,1922,755,950,972,0.505723205,762,0.401475237,51,0.045414069,199,0.103537981,143,0.074401665,89,0.093684211,0.524700932,42.73778147,1.652116179,38.08264828,0.02616476,0.018101206,0.425737394,0.45794012,47.79572745,10.16260027
3.7067E+11,0,1444,483,483,1064,0.736842105,510,0.353185596,55,0.068069307,104,0.072022161,88,0.060941828,0,0,0.524700932,42.73778147,1.652116179,15.08918456,0.02087731,0.022964466,0.851750778,0.460261403,47.79572745,10.16260027
3.7067E+11,1,650,215,251,354,0.544615385,461,0.709230769,121,0.323529412,109,0.167692308,85,0.130769231,207,0.824701195,0.655594261,43.46828486,1.612303551,576.8505281,0.119945241,0.024034003,0.74675218,1.104756088,47.78288235,10.15217753
3.7067E+11,1,4560,1586,1632,2500,0.548245614,1876,0.411403509,578,0.200694444,611,0.133991228,394,0.086403509,537,0.329044118,0.655594261,43.46828486,1.612303551,134.7328019,0.047230199,0.021027441,0.593389984,0.950516775,47.78288235,10.15217753
3.7067E+11,1,1641,709,709,425,0.258988422,602,0.366849482,195,0.156500803,64,0.039000609,325,0.19804997,106,0.149506347,0.655594261,43.46828486,1.612303551,126.4034938,0,0.021724979,0.567690633,0.293458031,47.78288235,10.15217753
3.7067E+11,0,1661,737,775,1372,0.826008429,1443,0.868753763,341,0.400234742,107,0.064419025,72,0.043347381,52,0.067096774,0.849230176,45.07584891,1.640827655,1123.31782,0.060192696,0.02657198,0.237022188,2.272424321,47.56406993,10.03990904
3.7067E+11,0,1738,956,1102,627,0.360759494,678,0.390103567,68,0.057627119,92,0.052934407,188,0.108170311,133,0.120689655,0.849230176,45.07584891,1.640827655,911.4607364,0.044941025,0.024531539,0.237786726,2.130728958,47.56406993,10.03990904
3.7067E+11,0,1455,746,809,1042,0.716151203,633,0.435051546,85,0.091693635,168,0.115463918,130,0.089347079,25,0.030902349,0.849230176,45.07584891,1.640827655,433.3336088,0.005560657,0.018433511,0.422870179,2.784558144,47.56406993,10.03990904
3.7067E+11,0,2715,1219,1301,1234,0.454511971,1134,0.417679558,133,0.064814815,35,0.012891344,443,0.163167587,114,0.087624904,0.727651922,43.95939849,1.558533093,43.45926865,0.007913295,0.026558719,0.170362318,2.200216761,47.67010588,10.06699644
3.7067E+11,0,740,319,345,204,0.275675676,229,0.309459459,50,0.09765625,55,0.074324324,53,0.071621622,116,0.336231884,0.727651922,43.95939849,1.558533093,9.135545744,0.003881526,0.026629032,0.162841955,1.103489234,47.67010588,10.06699644
3.7067E+11,0,1052,453,537,495,0.470532319,319,0.303231939,87,0.097752809,24,0.022813688,123,0.116920152,92,0.17132216,0.727651922,43.95939849,1.558533093,14.01034141,0.002424404,0.014852283,0.249301443,1.709151664,47.67010588,10.06699644
3.7067E+11,0,1646,570,640,573,0.348116646,328,0.19927096,62,0.053310404,130,0.078979344,154,0.093560146,162,0.253125,0.612188099,42.88073008,1.534773157,10.5290986,0.001524324,0.021261284,0.21542746,0.481036008,47.76570915,10.13023589
3.7067E+11,0,1569,700,775,498,0.317399618,158,0.100701083,49,0.041176471,99,0.063097514,145,0.092415551,36,0.046451613,0.612188099,42.88073008,1.534773157,8.915454757,0.001228195,0.025849183,0.18860847,0.307666662,47.76570915,10.13023589
3.7067E+11,0,1168,450,450,180,0.154109589,325,0.278253425,47,0.057457213,239,0.204623288,133,0.113869863,29,0.064444444,0.612188099,42.88073008,1.534773157,7.218915756,0,0.006266744,0.130904336,0.129834585,47.76570915,10.13023589
3.7067E+11,0,2487,933,1001,1804,0.725371934,798,0.320868516,124,0.084468665,69,0.02774427,187,0.075190993,37,0.036963037,0.612188099,42.88073008,1.534773157,380.0314352,1.65078E-06,0.024951281,0.333288868,0.449149016,47.76570915,10.13023589
3.7067E+11,0,2181,1133,1207,573,0.262723521,463,0.212287941,104,0.05453592,96,0.044016506,597,0.273727648,150,0.124275062,0.554169792,44.37937587,1.585400135,910.4287756,0.017526983,0.022894421,0.180066501,2.155006971,47.69962092,10.07675863
3.7067E+11,0,2774,1165,1222,634,0.228550829,531,0.191420332,103,0.051967709,160,0.057678443,318,0.114635905,242,0.198036007,0.554169792,44.37937587,1.585400135,27.22983901,0.020725017,0.026619462,0.112783437,1.110134985,47.69962092,10.07675863
3.7067E+11,0,935,450,490,426,0.455614973,303,0.372235872,100,0.134589502,28,0.029946524,291,0.311229947,14,0.028571429,0.637854882,45.21925426,1.613325149,1014.606923,0.005146944,0.027694432,0.148765923,2.640472265,47.59711634,10.02302658
3.7067E+11,0,2021,991,1069,843,0.417120238,426,0.210786739,233,0.155126498,45,0.022266205,527,0.260761999,70,0.065481759,0.637854882,45.21925426,1.613325149,8.307998639,0.018430839,0.028124969,0.0616087,1.504446639,47.59711634,10.02302658
3.7067E+11,0,1474,845,924,697,0.472862958,453,0.307327001,49,0.044871795,35,0.023744912,314,0.21302578,92,0.0995671,0.637854882,45.21925426,1.613325149,4.163847466,0.266199202,0.028940521,0.110487391,1.291612642,47.59711634,10.02302658
3.7067E+11,0,1765,881,919,1065,0.603399433,1019,0.57733711,203,0.175757576,16,0.009065156,268,0.15184136,192,0.208922742,0.946612217,47.91398777,1.80484646,1497.714352,0.000173298,0.021458336,0.056927608,2.03787377,47.38755033,9.975730137
3.7067E+11,0,1625,691,802,1062,0.653538462,697,0.428923077,113,0.109708738,177,0.108923077,245,0.150769231,32,0.039900249,0.946612217,47.91398777,1.80484646,47.9075663,0.130640691,0.026075368,0.075413153,1.274112617,47.38755033,9.975730137
3.7067E+11,0,1726,534,628,1320,0.764774044,1008,0.58400927,293,0.271045328,62,0.035921205,85,0.049246813,110,0.175159236,0.946612217,47.91398777,1.80484646,720.7504098,4.38E-09,0.031002399,0.04540666,0.994506883,47.38755033,9.975730137
3.7067E+11,0,1201,519,621,472,0.393005828,149,0.124063281,21,0.026217228,54,0.044962531,117,0.097418818,0,0,0.946612217,47.91398777,1.80484646,40.93450059,0.198620726,0.020812524,0.107636564,1.547142278,47.38755033,9.975730137
3.7067E+11,0,1515,542,542,617,0.407260726,614,0.407973422,72,0.072361809,129,0.085148515,196,0.129372937,26,0.04797048,0.751515353,44.32912784,1.608987662,27.24995924,0.058526823,0.028135109,0.083967869,0.809745715,47.49301046,9.998344384
3.7067E+11,0,1868,724,749,625,0.334582441,583,0.312098501,111,0.087264151,151,0.080835118,302,0.161670236,72,0.096128171,0.751515353,44.32912784,1.608987662,326.4378989,1.093E-08,0.026152154,0.06729449,0.524339894,47.49301046,9.998344384
3.7067E+11,0,1883,914,1047,838,0.445034519,900,0.483351235,183,0.131276901,88,0.046733935,272,0.144450345,350,0.334288443,1.04036871,48.87351499,1.932089778,580.7750522,5.61E-09,0.011103513,0.128526899,1.346433956,47.24016275,9.945029863
3.7067E+11,0,1598,831,977,1303,0.815394243,958,0.599499374,119,0.132075472,126,0.078848561,124,0.077596996,25,0.025588536,1.04036871,48.87351499,1.932089778,2865.650519,4.67E-09,0.030490302,0.107506051,1.054799398,47.24016275,9.945029863
3.7067E+11,0,1039,350,392,700,0.673724735,838,0.806544755,100,0.196463654,59,0.056785371,20,0.019249278,17,0.043367347,1.04036871,48.87351499,1.932089778,788.3839483,6.36E-09,0.031040942,0.107046882,0.905302579,47.24016275,9.945029863
3.7067E+11,0,1733,864,864,631,0.364108482,212,0.122331218,27,0.020164302,66,0.038084247,471,0.271783035,69,0.079861111,0.638578633,43.57524932,1.522310595,255.8428963,4.6E-09,0.032922705,0.045175343,0.171721214,47.20046797,9.931515342
3.7067E+11,0,2368,1104,1136,1138,0.480574324,1147,0.484375,150,0.092137592,82,0.034628378,194,0.081925676,131,0.115316901,0.638578633,43.57524932,1.522310595,679.9875399,2.187E-08,0.032414465,0.055957445,0.66388801,47.20046797,9.931515342
3.7067E+11,0,1335,638,654,310,0.232209738,238,0.178277154,68,0.065700483,64,0.047940075,302,0.226217228,42,0.064220183,0.638578633,43.57524932,1.522310595,479.1532351,1.503E-08,0.032105828,0.083170064,0.601514187,47.20046797,9.931515342
3.7067E+11,0,1048,458,474,348,0.332061069,73,0.07012488,0,0,111,0.105916031,168,0.160305344,17,0.035864979,0.638578633,43.57524932,1.522310595,447.4024594,6.41E-09,0.033269123,0.081430335,0.259535506,47.20046797,9.931515342
3.7067E+11,0,1777,1037,1217,717,0.403489026,793,0.446257738,70,0.054221534,109,0.061339336,207,0.116488464,115,0.094494659,0.697409348,44.87247485,1.580573378,15.6683923,2.569E-08,0.025501026,0.10321783,0.72893363,47.12061503,9.915365479
3.7067E+11,0,1641,817,977,348,0.212065814,425,0.258988422,47,0.03942953,59,0.035953687,456,0.277879342,226,0.231320368,0.697409348,44.87247485,1.580573378,243.1089021,1.875E-08,0.01374549,0.109918951,0.872903863,47.12061503,9.915365479
3.7067E+11,0,1112,437,489,34,0.03057554,24,0.021582734,0,0,103,0.092625899,218,0.196043165,115,0.235173824,0.605079003,44.89641717,1.568224325,216.7587671,1.979E-08,0.030537509,0.088170692,0.655283931,47.00838366,9.903116164
3.7067E+11,0,492,229,229,47,0.095528455,47,0.095528455,8,0.017897092,20,0.040650407,223,0.453252033,117,0.510917031,0.605079003,44.89641717,1.568224325,430.2433723,1.923E-08,0.014776556,0.062477982,0.613146095,47.00838366,9.903116164
3.7067E+11,0,2024,712,712,237,0.117094862,483,0.240179015,82,0.058739255,175,0.086462451,386,0.190711462,74,0.103932584,0.605079003,44.89641717,1.568224325,6.423386672,1.588E-08,0.03156896,0.107613966,0.518608931,47.00838366,9.903116164
3.7067E+11,0,1612,689,725,95,0.058933002,158,0.098014888,37,0.029225908,76,0.047146402,428,0.265508685,128,0.176551724,0.539132628,43.17306158,1.46028104,3.945952251,5.62E-09,0.031429356,0.087115336,0.211645489,46.8514268,9.867787123
3.7067E+11,0,1384,475,475,15,0.01083815,80,0.057803468,14,0.014553015,47,0.033959538,181,0.130780347,10,0.021052632,0.539132628,43.17306158,1.46028104,10.46518329,3.3E-09,0.032595962,0.113312017,0.219458015,46.8514268,9.867787123
3.7067E+11,0,1225,519,558,22,0.017959184,137,0.111836735,0,0,46,0.03755102,356,0.290612245,29,0.051971326,0.633290606,43.15731177,1.469620095,14.7106156,4.95E-09,0.032229335,0.094959687,0.362012659,46.97716471,9.894912877
3.7067E+11,0,1155,655,736,424,0.367099567,195,0.168831169,48,0.049586777,63,0.054545455,234,0.202597403,13,0.017663043,0.633290606,43.15731177,1.469620095,11.33618504,4.83E-09,0.033629725,0.093220805,0.212428567,46.97716471,9.894912877
3.7067E+11,0,1999,762,796,579,0.289644822,503,0.251625813,33,0.023157895,76,0.03801901,287,0.143571786,17,0.021356784,0.633290606,43.15731177,1.469620095,12.14545909,4.31E-09,0.033322441,0.096858735,0.179705524,46.97716471,9.894912877
3.7067E+11,0,1442,659,681,191,0.132454924,352,0.244105409,42,0.038745387,58,0.040221914,348,0.241331484,38,0.055800294,0.591678016,43.5854842,1.529489268,989.0011101,0.001277783,0.034412647,0.044277686,0.064391351,47.31750261,10.0292326
3.7067E+11,0,2426,819,819,312,0.12860676,191,0.081311196,89,0.054972205,167,0.068837593,534,0.220115416,25,0.030525031,0.591678016,43.5854842,1.529489268,15.85279451,0.001328953,0.028559086,0.067417218,0.125309507,47.31750261,10.0292326
3.7067E+11,0,1150,479,496,46,0.04,40,0.034782609,0,0,9,0.007826087,196,0.170434783,0,0,0.591678016,43.5854842,1.529489268,0.491691108,0.003365501,0.032363765,0.057467831,0.059828027,47.31750261,10.0292326
3.7067E+11,0,2477,951,951,117,0.047234558,824,0.332660476,110,0.062252405,120,0.0484457,597,0.24101736,152,0.159831756,0.393502451,40.29087426,1.276244738,26.30913961,0.000425555,0.048251936,0.054165095,0.041638361,46.59920719,9.855193425
3.7067E+11,0,1941,691,741,363,0.187017002,107,0.055126224,80,0.054347826,99,0.051004637,453,0.233384853,63,0.085020243,0.393502451,40.29087426,1.276244738,17.80436204,0.000764178,0.040526504,0.045504051,0.067433563,46.59920719,9.855193425
3.7067E+11,0,1071,391,473,124,0.115779645,102,0.095238095,16,0.021108179,84,0.078431373,194,0.181139122,13,0.027484144,0.393502451,40.29087426,1.276244738,33.61774169,0,0.035014394,0.033734126,0.025584926,46.59920719,9.855193425
